구분,한경1호기(kWh),한경2호기(kWh),한경3호기(kWh),한경5호기(kWh),한경6호기(kWh),한경7호기(kWh),한경8호기(kWh),한경9호기(kWh)
2024-07-21,0,6815,9190,16264,14592,13890,14464,18240
2024-07-22,7432,11091,15219,22128,19984,14065,16768,31216
2024-07-23,7436,7716,11743,20992,14984,24503,17936,27504
2024-07-24,6498,7261,9483,14792,9792,13861,11816,17584
2024-07-25,8506,17223,16188,21240,19544,31134,20304,27392
2024-07-26,8206,19876,22201,4592,33696,40439,26480,44360
2024-07-27,0,3873,23112,0,22888,32300,24888,4568
2024-07-28,0,0,16997,0,0,28609,24584,0
2024-07-29,1903,1525,4497,1496,0,7160,7704,2000
2024-07-30,55,527,423,1560,0,2450,2064,2656
2024-07-31,4068,3908,1661,8048,0,9885,8728,10272
2024-08-01,5746,6124,0,12296,0,13647,12384,16328
2024-08-02,1744,931,0,4592,0,4867,4184,4992
2024-08-03,164,54,0,952,0,939,616,856
2024-08-04,0,0,0,0,0,3,0,0
2024-08-05,0,119,0,376,0,690,592,904
2024-08-06,36,0,0,1616,0,1360,1240,1464
2024-08-07,130,0,0,1672,0,1041,456,1256
2024-08-08,0,44,0,224,0,33,216,312
2024-08-09,0,0,0,136,0,54,120,24
2024-08-10,11,183,0,728,0,476,544,568
2024-08-11,458,1612,0,4792,0,4192,4232,4432
2024-08-12,52,967,0,2616,0,2349,2336,2264
2024-08-13,3812,5791,0,10544,0,8376,6536,7048
2024-08-14,2959,3264,0,7056,0,4974,5248,3776
2024-08-15,888,513,0,192,0,1355,1216,816
2024-08-16,886,628,0,40,0,1789,1864,1176
2024-08-17,1075,831,0,1984,0,1346,1144,1208
2024-08-18,0,1271,0,3024,0,2544,296,2720
2024-08-19,974,1105,0,2264,0,2298,1832,2944
2024-08-20,14098,14983,0,28744,0,20940,18984,33144
2024-08-21,15291,11170,0,27304,0,23069,28504,30904
2024-08-22,12102,11467,0,23488,0,25730,17264,28240
2024-08-23,45,0,0,64,0,258,216,280
2024-08-24,146,58,0,624,0,405,232,496
2024-08-25,505,291,0,1456,0,1128,944,1144
2024-08-26,87,52,0,336,0,234,104,184
2024-08-27,2879,1921,0,5008,0,3684,4080,2368
2024-08-28,9143,17802,0,37968,0,43075,20312,26040
2024-08-29,6476,10150,0,13808,0,27877,0,15400
2024-08-30,15846,17102,0,21296,0,25073,11072,28712
2024-08-31,7750,11578,0,14752,0,10896,11864,18776
2024-09-01,0,0,0,0,0,3,0,0
2024-09-02,0,0,0,0,0,0,0,0
2024-09-03,1341,1177,0,2856,0,3059,2944,1864
2024-09-04,2265,2562,0,3760,0,3613,392,2616
2024-09-05,1086,1211,0,2192,0,3231,0,192
2024-09-06,21,97,0,352,0,175,368,416
2024-09-07,896,1263,0,2376,0,2646,2256,3136
2024-09-08,0,22,0,320,0,309,144,40
2024-09-09,1779,1496,0,4328,0,2500,0,0
2024-09-10,5913,2339,0,9656,0,9573,3192,6976
2024-09-11,10349,10970,0,18512,0,18776,3272,18704
2024-09-12,3631,8276,0,14784,0,14819,4648,15240
2024-09-13,632,449,0,2024,0,2001,1616,1896
2024-09-14,7103,6304,0,12256,0,9219,10072,80
2024-09-15,7322,7844,0,18576,0,18647,15376,0
2024-09-16,0,0,0,10328,0,10488,10072,0
2024-09-17,0,0,0,2976,0,2833,2264,0
2024-09-18,783,1263,0,2848,0,2959,2632,0
2024-09-19,9576,14055,0,22512,0,18325,17728,19856
2024-09-20,11101,20167,0,2920,0,43436,40144,46904
2024-09-21,1742,15280,0,0,0,2081,42272,58496
2024-09-22,0,0,0,0,0,0,40432,47248
2024-09-23,7284,6731,0,1592,0,13702,14808,23256
2024-09-24,3691,5229,0,8776,0,7388,5376,5960
2024-09-25,3351,3796,0,7272,0,6470,5768,4136
2024-09-26,1493,1392,0,3184,0,2023,2552,384
2024-09-27,11392,11738,0,18496,0,16513,8936,16936
2024-09-28,609,2918,0,14352,0,11464,0,2656
2024-09-29,582,5149,0,12752,0,9812,0,0
2024-09-30,0,1,0,96,0,0,0,0
2024-10-01,2696,10749,0,17904,0,18506,0,16
2024-10-02,271,26108,0,55304,0,50567,3832,0
2024-10-03,0,21641,0,33400,0,33111,0,0
2024-10-04,5206,13845,0,24736,0,25111,11208,5672
2024-10-05,17211,2947,0,18064,0,15576,11304,19536
2024-10-06,17926,0,0,19400,0,0,15712,26096
2024-10-07,12276,15418,0,35160,0,25509,22544,32136
2024-10-08,11347,12619,0,16928,0,13328,13776,7240
2024-10-09,3453,3515,0,6184,0,5000,5776,5624
2024-10-10,6566,1575,0,11472,0,8724,8744,9120
2024-10-11,2756,1647,0,6520,0,5208,5464,5656
2024-10-12,2788,1101,0,5752,0,0,4512,4120
2024-10-13,4743,3345,0,8400,0,0,7592,7384
2024-10-14,5559,5008,0,11128,0,9001,11232,2328
2024-10-15,2443,2588,0,3952,0,3305,3264,3888
2024-10-16,14660,13511,0,23648,0,18425,13112,16400
2024-10-17,3986,4022,0,8200,0,6444,4192,4632
2024-10-18,13413,14902,0,7976,0,8626,0,8592
2024-10-19,11664,27005,0,0,0,0,0,0
2024-10-20,0,31095,0,0,0,26974,0,0
2024-10-21,4575,5203,0,0,0,8006,2320,1496
2024-10-22,9547,11001,0,0,0,14953,13520,17176
2024-10-23,12056,25433,0,0,0,43968,33432,29952
2024-10-24,9901,21121,0,0,0,36658,32192,0
2024-10-25,5656,6537,0,0,0,11831,8384,0
2024-10-26,1324,3787,0,0,0,6655,3976,0
2024-10-27,0,251,0,0,0,22437,0,0
2024-10-28,5188,15,0,0,0,18081,4832,5872
2024-10-29,8955,0,0,0,0,13530,11152,9928
2024-10-30,18364,0,0,0,0,27623,26688,12912
2024-10-31,4623,0,0,0,0,8333,8184,2648
2024-11-01,23507,0,0,0,0,57998,34072,46576
2024-11-02,0,0,0,0,0,35641,33376,34576
2024-11-03,0,0,0,0,0,6208,3904,3928
2024-11-04,9495,0,0,0,0,17480,15376,17840
2024-11-05,21842,0,0,0,0,54763,50520,56968
2024-11-06,15144,0,0,0,0,50497,37368,50080
2024-11-07,5800,0,0,0,0,15473,14736,11880
2024-11-08,6011,0,0,0,0,8159,8440,4096
2024-11-09,9777,0,0,0,0,2074,5744,14216
2024-11-10,3370,0,0,0,0,0,0,5520
2024-11-11,8836,0,0,0,0,0,3336,15488
2024-11-12,10438,0,0,0,0,0,14512,19392
2024-11-13,4883,0,0,0,0,0,8504,7616
2024-11-14,0,64,0,0,0,0,1528,1464
2024-11-15,62,6,0,0,0,0,384,528
2024-11-16,447,0,0,0,0,0,0,1344
2024-11-17,7701,0,0,0,0,0,0,57264
2024-11-18,9593,12361,0,0,0,27833,25888,53392
2024-11-19,1071,11745,0,3944,0,10153,11704,4832
2024-11-20,15210,16921,0,24336,0,20523,17608,9688
2024-11-21,6851,12519,0,18848,0,17364,4656,20568
2024-11-22,18727,11701,0,32232,0,40706,30368,22152
2024-11-23,5538,0,0,16720,0,25122,12448,0
2024-11-24,0,0,0,688,0,13187,9904,0
2024-11-25,10501,0,10993,23000,0,38324,22816,20384
2024-11-26,13936,0,34481,59712,0,0,40488,65712
2024-11-27,18529,0,34758,65768,0,0,53384,67264
2024-11-28,22378,0,13597,64032,0,0,53560,65544
2024-11-29,14927,0,0,57736,0,0,50560,63904
2024-11-30,14170,0,0,22752,0,0,22872,24120
2024-12-01,2102,0,0,3696,0,0,3792,4576
2024-12-02,6807,0,0,8864,0,0,10152,11232
2024-12-03,20612,0,0,29600,0,0,24472,37400
2024-12-04,20429,4796,0,31304,0,5895,27232,35144
2024-12-05,11740,14977,0,26392,0,29257,19536,15792
2024-12-06,0,0,0,20704,0,24742,17792,0
2024-12-07,0,0,0,6752,0,24368,19512,0
2024-12-08,0,0,0,0,0,62754,51456,0
2024-12-09,2305,0,0,10728,0,18982,15640,0
2024-12-10,10230,3812,0,10000,0,15436,7056,8152
2024-12-11,22313,0,6595,15392,0,37109,9624,41856
2024-12-12,16062,0,11969,14944,0,44101,25224,45856
2024-12-13,21737,0,19688,0,0,43627,36688,43704
2024-12-14,2104,0,33281,0,0,61915,33736,34576
2024-12-15,0,0,32773,0,0,0,56061,48560
2024-12-16,10295,5021,19106,3968,0,29088,24096,4832
2024-12-17,9301,7794,7631,12080,0,12008,11608,15856
2024-12-18,21182,3888,29799,46136,0,56775,33232,56584
2024-12-19,8861,21,18208,34192,0,35159,31536,35792
2024-12-20,690,0,170,1776,0,1617,1576,1576
2024-12-21,10212,0,15814,57320,0,58954,51712,58056
2024-12-22,0,0,0,66592,0,68778,66056,46512
2024-12-23,10635,0,8558,23824,0,25873,19624,17440
2024-12-24,14549,3857,6213,17024,0,19649,16664,21696
2024-12-25,522,0,39,1552,0,1665,1120,1752
2024-12-26,9478,18519,22136,49312,0,50808,45712,51432
2024-12-27,0,17812,24676,56392,0,60003,52672,59376
2024-12-28,0,1130,2275,64232,0,65681,60880,65024
2024-12-29,0,0,0,13424,0,15016,11944,15200
2024-12-30,0,7444,7201,13840,0,13461,15696,16136
2024-12-31,0,27216,23878,50992,0,47534,48264,55688
2025-01-01,0,0,4149,11584,0,12655,11280,13976
2025-01-02,0,8425,1441,15568,0,13173,15728,18248
2025-01-03,8160,13049,0,39536,0,39253,39864,45264
2025-01-04,5871,6364,0,9024,0,1610,2880,10680
2025-01-05,4489,0,0,6464,0,0,0,7712
2025-01-06,13109,22864,17990,52688,0,39579,32912,55992
2025-01-07,0,22482,33923,65288,0,66813,60296,65544
2025-01-08,7331,2506,19234,34024,0,34962,29544,35160
2025-01-09,16790,7368,24407,68976,0,70231,68904,70176
2025-01-10,16431,22149,19444,56792,0,53772,54384,10016
2025-01-11,23264,23737,22391,35280,0,37005,28648,0
2025-01-12,16531,17088,16085,24752,0,24518,20144,0
2025-01-13,5833,5933,5946,9008,0,9561,7248,0
2025-01-14,6213,6678,5292,7984,0,9687,9304,0
2025-01-15,26917,35985,33823,64600,0,59691,63440,0
2025-01-16,19176,19010,11249,29456,0,25548,22744,13280
2025-01-17,12770,13155,2752,18704,0,17581,15048,21112
2025-01-18,613,74,435,2032,0,1569,2240,1320
2025-01-19,57,0,26,904,0,1154,424,1104
2025-01-20,6970,6392,6700,12720,0,12913,11408,14648
2025-01-21,6412,8308,5427,11928,0,9066,11360,13864
2025-01-22,2613,1207,2253,5256,0,3441,4152,2640
2025-01-23,3868,2858,2593,9912,0,7252,8496,5760
2025-01-24,6684,10460,2902,14904,0,18099,13432,14904
2025-01-25,0,21038,0,35704,0,33647,31744,22808
2025-01-26,0,10994,0,19608,0,19014,15296,11128
2025-01-27,0,0,0,53888,0,54455,50064,54624
2025-01-28,11365,19083,0,67616,0,69043,67912,20264
2025-01-29,0,30290,0,50336,0,51307,47192,0
2025-01-30,0,823,0,2136,0,1992,2312,0
2025-01-31,7866,14869,2016,27848,0,25139,24816,0
2025-02-01,593,24918,0,41152,0,43404,43160,0
2025-02-02,0,19327,0,27608,0,22503,26104,0
2025-02-03,19294,35577,20989,66344,0,66733,65520,0
2025-02-04,8675,26784,19520,67168,0,36341,67008,0
2025-02-05,1457,35619,25407,67152,0,37756,66312,0
2025-02-06,7976,20347,19633,31528,0,31489,27096,3608
2025-02-07,13766,20483,20284,33880,0,40945,32368,39744
2025-02-08,0,0,0,0,0,0,0,0
2025-02-09,0,0,0,0,0,0,0,0
2025-02-10,0,512,539,0,0,0,0,0
2025-02-11,4359,7992,7857,6072,0,1538,7928,7800
2025-02-12,24418,28670,26706,50824,0,50609,43760,51408
2025-02-13,16587,22865,20793,37688,0,36490,34744,40576
2025-02-14,3384,3008,2443,5776,0,4422,5160,6088
2025-02-15,0,28,0,176,0,190,184,272
2025-02-16,0,7938,0,11616,0,11358,10672,13224
2025-02-17,14437,27803,17726,54616,0,53437,52280,57424
2025-02-18,19803,30138,19864,55280,0,54092,54128,60008
2025-02-19,18905,33324,6832,56680,0,53365,54216,59640
2025-02-20,27188,32761,13876,52472,0,44844,48024,57704
2025-02-21,19790,19982,26215,52536,0,46220,50248,55296
2025-02-22,23999,0,21505,35520,0,38967,35344,40872
2025-02-23,24277,0,32971,59856,0,63665,59608,63440
2025-02-24,17741,21396,30694,52328,0,52464,46680,53928
2025-02-25,1097,2629,2187,4432,0,4535,4424,4784
2025-02-26,5868,5247,4922,8176,0,9257,2544,9144
2025-02-27,3590,0,3090,6216,0,6004,0,5776
2025-02-28,3590,0,3090,6216,0,6004,0,5776
